Milliseconds,Voltage
2554,1100
2566,1083
2578,1093
2589,1066
2600,1114
2612,1154
2623,1182
2634,1163
2647,1211
2658,1259
2669,1305
2680,1307
2692,1315
2703,1331
2715,1326
2726,1323
2738,1349
2749,1381
2760,1413
2771,1421
2784,1431
2795,1451
2806,1463
2818,1416
2829,1389
2841,1354
2852,1317
2864,1345
2875,1344
2886,1374
2897,1384
2910,1420
2921,1458
2932,1460
2944,1457
2955,1422
2966,1468
2978,1496
2990,1495
3001,1527
3012,1543
3023,1538
3035,1509
3047,1488
3058,1488
3069,1522
3081,1519
3092,1545
3103,1547
3116,1585
3127,1623
3138,1657
3149,1689
3161,1729
3173,1684
3184,1698
3195,1714
3207,1709
3218,1674
3229,1653
3241,1606
3253,1559
3264,1573
3275,1554
3287,1509
3298,1531
3310,1490
3321,1445
3333,1455
3344,1491
3355,1509
3366,1500
3379,1473
3390,1436
3401,1435
3412,1481
3424,1519
3435,1551
3447,1563
3459,1603
3470,1578
3481,1543
3492,1583
3504,1591
3516,1605
3527,1653
3538,1687
3550,1662
3561,1629
3573,1663
3585,1660
3596,1708
3607,1734
3618,1764
3630,1731
3642,1747
3653,1763
3664,1746
3676,1760
3687,1760
3698,1757
3710,1730
3722,1689
3733,1670
3744,1645
3756,1671
3767,1689
3779,1642
3790,1597
3802,1613
3813,1600
3824,1632
3835,1658
3848,1657
3859,1699
3870,1705
3881,1729
3893,1747
3905,1738
3916,1744
3928,1746
3939,1715
3950,1680
3961,1684
3974,1649
3985,1681
3996,1646
4007,1625
4019,1629
4030,1637
4042,1616
4054,1652
4065,1674
4076,1637
4087,1602
4099,1565
4111,1571
4122,1605
4133,1572
4145,1602
4156,1581
4167,1534
4179,1566
4191,1553
4202,1583
4213,1611
4225,1611
4236,1615
4248,1633
4259,1594
4271,1575
4282,1619
4293,1667
4305,1638
4317,1664
4328,1623
4339,1602
4350,1632
4362,1607
4374,1594
4385,1547
4397,1542
4408,1584
4419,1626
4430,1585
4443,1554
4454,1549
4465,1587
4476,1615
4488,1606
4499,1642
4511,1686
4523,1661
4534,1669
4545,1671
4556,1624
4568,1619
4580,1574
4591,1547
4602,1536
4614,1503
4625,1505
4637,1500
4648,1546
4660,1552
4671,1529
4682,1537
4694,1537
4706,1516
4717,1497
4728,1466
4740,1470
4751,1427
4762,1461
4774,1469
4786,1473
4797,1466
4808,1455
4819,1418
4831,1442
4843,1407
4854,1362
4866,1370
4877,1398
4888,1395
4899,1372
4912,1323
4923,1316
4934,1311
4945,1272
4957,1300
4968,1310
4980,1332
4992,1287
5003,1289
5014,1327
5025,1365
5038,1352
5049,1364
5060,1400
5071,1381
5083,1358
5094,1357
5106,1357
5117,1334
5129,1368
5140,1378
5151,1410
5163,1446
5175,1484
5186,1461
5197,1483
5209,1450
5220,1452
5231,1500
5243,1483
5255,1434
5266,1442
5277,1411
5288,1427
5300,1394
5312,1373
5323,1415
5335,1396
5346,1373
5357,1334
5369,1348
5381,1333
5392,1363
5403,1403
5414,1403
5426,1433
5438,1457
5449,1452
5460,1486
5472,1508
5483,1469
5494,1487
5507,1454
5518,1462
5529,1496
5540,1522
5552,1570
5563,1612
5575,1626
5586,1609
5598,1596
5609,1549
5620,1557
5632,1599
5644,1635
5655,1647
5666,1671
5678,1701
5689,1743
5701,1704
5712,1718
5724,1748
5735,1723
5746,1706
5757,1681
5770,1654
5781,1651
5792,1655
5804,1681
5815,1638
5826,1666
5838,1670
5850,1684
5861,1690
5872,1669
5883,1668
5895,1633
5907,1600
5918,1577
5929,1570
5941,1545
5952,1587
5963,1548
5976,1570
5987,1551
5998,1504
6204,1519
6215,1508
6226,1483
6239,1491
6250,1456
6261,1482
6273,1512
6284,1544
6295,1521
6307,1478
6319,1469
6330,1495
6341,1497
6352,1464
6364,1439
6376,1455
6387,1436
6398,1438
6410,1480
6421,1459
6432,1469
6445,1456
6456,1482
6467,1524
6478,15982
6993,1809
7005,1851
7016,1804
7027,1804
7040,1836
7051,1825
7062,1873
7073,1838
7085,1876
7096,1878
7108,1853
7119,1885
7131,1862
7142,1870
7153,1829
7164,1814
7177,1850
7188,1809
7199,1782
7211,1798
7222,1765
7234,1746
7245,1699
7257,1747
7828,2052
7840,2037
7852,2085
7863,2125
7874,2147
7885,2098
7897,2091
7909,2137
7920,2181
7931,2146
7943,2135
7954,2120
7966,2126
7977,2128
7989,2146
8000,2133
8011,2165
8023,2122
8035,2126
8046,2166
8057,2163
8069,2191
8080,2237
8091,2210
8103,2641
8652,2275
8664,2297
8675,2264
8686,2247
8698,2208
8710,2169
8721,2152
8732,2188
8743,2208
8755,2250
8767,2215
8778,2174
8790,2155
8801,2120
8812,2160
8823,2190
8836,2141
8847,2153
8858,2189
8869,2231
8881,2206
8892,2216
8904,2220
8915,2262
9431,2434
9442,2399
9453,2427
9464,2420
9476,2411
9487,2439
9499,2432
9510,2448
9522,2478
9533,2431
9544,2453
9555,2434
9568,2419
9579,2404
9590,2373
9602,2370
9613,2327
9624,2304
9636,2318
9648,2275
9659,2281
9670,2240
9681,2221
9693,2257
9202,2009
10214,1980
10226,1990
10240,2010
10252,2010
10264,1985
10276,2005
10289,2011
10302,2045
10314,2073
10327,2050
10339,2072
10351,2108
10364,2085
10377,2066
10389,2055
10401,2008
10414,2056
10427,2080
10439,2100
10451,2053
10464,2030
10476,201033
10988,1996
11000,2016
11013,1977
11026,1985
11038,1995
11051,1992
11063,2008
11075,1969
11087,1950
11101,1903
11113,1876
11125,1853
11138,1824
11150,1834
11163,1862
11175,1874
11188,1839
11200,1822
11212,1779
11226,1811
11238,1837
11250,1804
11211737,1712
11749,1716
11762,1760
11774,1782
11787,1781
11799,1736
11811,1746
11825,1703
11837,1666
11849,1647
11862,1600
11874,1559
11886,1524
11899,1479
11912,1479
11924,1442
11936,1448
11949,1431
11962,1384
11974,1341
11986,1385
11999,1348
12011,13
12523,1694
12535,1681
12548,1695
12561,1695
12573,1686
12585,1698
12598,1720
12610,1748
12623,1786
12636,1783
12648,1746
12660,1739
12673,1738
12685,1740
12698,1729
12710,1741
12723,1781
12735,1819
12747,1784
12761,1822
12773,1838
12785,1860
13297,1891
13309,1888
13322,1867
13334,1844
13346,1801
13360,1823
13372,1808
13384,1818
13396,1838
13409,1831
13421,1828
13434,1817
13447,1816
13459,1846
13471,1799
13484,1798
13497,1804
13509,1761
13521,1793
13534,1811
13546,1786
13559,1781
13572,1814
14083,1899
14096,1872
14108,1843
14120,1836
14133,1803
14145,1792
14158,1802
14171,1793
14183,1750
14195,1758
14208,1768
14221,1808
14233,1775
14245,1779
14258,1815
14270,1770
14282,1816
14296,1864
14308,1861
14320,1891
14332,1917
14345,1935
143514832,1896
14844,1910
14857,1905
14869,1890
14881,1883
14895,1860
14907,1859
14919,1830
14931,1783
14944,1776
14957,1747
14969,1706
14982,1740
14994,1739
15006,1775
15020,1736
15032,1711
15044,1700
15056,1706
15069,1687
15081,1697
15094,1719
15107,1651
15618,1569
15631,1617
15643,1655
15655,1667
15668,1707
15680,1713
15693,1715
15706,1670
15718,1651
15730,1677
15742,1709
15756,1676
15768,1708
15780,1740
15793,1752
15805,1774
15818,1784
15831,1790
15843,1777
15855,1730
15867,1723
15880,1741
15896392,1747
16404,1771
16416,1803
16430,1849
16442,1867
16454,1897
16466,1897
16479,1892
16492,1881
16504,1887
16517,1884
16529,1912
16541,1897
16555,1911
16567,1892
16579,1869
16591,1846
16604,1833
16617,1806
16629,1777
16642,1738
16654,1740
16666,17840
17154,1681
17166,1705
17178,1707
17190,1686
17203,1716
17216,1679
17228,1652
17241,1682
17253,1700
17265,1714
17277,1669
17291,1703
17303,1686
17315,1708
17328,1710
17340,1718
17353,1758
17366,1749
17378,1712
17390,1738
17402,1756
17415,1755
17927,1760
17939,1735
17952,1714
17965,1742
17977,1742
17989,1723
18001,1747
18014,1763
18027,1809
18039,1845
18052,1814
18064,1775
18076,1766
18089,1774
18102,1763
18114,1787
18126,1833
18139,1833
18152,1798
18164,1816
18177,1834
18189,1876
18713,1898
18725,1869
18738,1911
18751,1886
18763,1916
18776,1960
18788,1972
18800,1931
18813,1971
18826,1956
18838,1955
18850,1997
18863,2019
18875,2002
18888,2006
18900,2022
18913,1977
18925,1979
18937,1972
18951,2008
18963,1965
18975,1918
487,1803
19500,1796
19512,1793
19524,1792
19536,1806
19550,1761
19562,1805
19574,1790
19587,1763
19599,1779
19611,1795
19624,1835
19637,1796
19649,1798
19661,1769
19674,1773
19687,1807
19699,1807
19712,1807
19724,1835
19736,1869
19749,1838
19762,179236
20248,1840
20260,1842
20273,1833
20286,1798
20298,1781
20311,1744
20323,1741
20335,1773
20348,1732
20361,1707
20373,1719
20385,1708
20398,1695
20411,1695
20423,1656
20435,1627
20448,1675
20460,1693
20472,1731
20486,1696
20498,1742
20510,17131022
21035,1826
21047,1858
21059,1868
21071,1843
21085,1804
21097,1803
21109,1754
21122,1745
21134,1708
21147,1667
21159,1624
21172,1658
21184,1696
21196,1651
21209,1640
21222,1591
21234,1578
21246,1616
21259,1615
21271,1625
21284,1657
21297,16
21771,1479
21783,1466
21795,1510
21808,1534
21821,1531
21833,1577
21846,1542
21858,1544
21870,1558
21883,1521
21896,1523
21908,1502
21920,1481
21933,1456
21946,1449
21958,1461
21970,1422
21983,1379
21995,1358
22008,1313
22021,1308
22033,1289
22045,19
22532,1250
22545,1264
22557,1247
22569,1249
22582,1285
22594,1260
22607,1237
22620,1253
22632,1271
22644,1297
22657,1248
22669,1258
22682,1266
22694,1227
22707,1269
22719,1303
22731,1311
22745,1308
22757,1261
22769,1260
22781,1292
22794,1265
36,1079
23248,1048
23261,1009
23274,994
23285,1000
23298,1018
23310,1024
23322,1036
23334,1058
23348,1074
23360,1037
23372,1067
23385,1073
23397,1083
23410,1080
23422,1090
23435,1055
23447,1052
23459,1074
23473,1065
23485,1046
23497,1086
23510,1083
0,0
23961,684
23972,718
23984,766
23995,739
24007,732
24018,778
24030,820
24041,807
24052,851
24064,826
24076,870
24087,847
24098,822
24110,803
24121,803
24132,774
24144,753
24156,791
24167,758
24178,751
24189,773
24201,801
24213,841
24224,841
24236,8
24647,922
24658,891
24671,893
24682,919
24693,955
24705,948
24716,948
24727,984
24739,967
24751,934
24762,909
24773,917
24784,957
24796,924
24808,966
24819,970
24830,1018
24843,1015
24855,1047
24867,1044
24881,1088
24893,1106
24905,1061
25342,1172
25355,1198
25367,1206
25379,1167
25392,1197
25405,1215
25417,1212
25430,1207
25442,1164
25454,1115
25466,1153
25480,1157
25492,1154
25504,1117
25517,1096
25529,1100
25542,1124
25554,1132
25567,1097
25579,1121
25591,1106
25605,1069
226053,1266
26065,1268
26079,1247
26091,1285
26103,1285
26116,1256
26128,1302
26141,1279
26153,1281
26166,1232
26178,1274
26190,1306
26204,1257
26216,1301
26228,1341
26241,1312
26253,1330
26265,1283
26278,1240
26291,1246
26303,1199
26315,1223
26328,121251
26777,1259
26789,1259
26803,1258
26815,1233
26827,1192
26840,1157
26852,1159
26864,1156
26877,1190
26890,1161
26902,1207
26914,1184
26927,1163
26940,1154
26952,1182
26964,1228
26977,1260
26989,1262
27002,1272
27015,1251
27027,1261
27039,1234
0,0
27463,1211
27476,1225
27489,1265
27501,1222
27513,1195
27526,1231
27539,1245
27551,1220
27564,1250
27576,1292
27588,1271
27601,1252
27614,1209
27626,1200
27638,1179
27651,1211
27663,1198
27676,1189
27688,1201
27701,1247
27713,1208
27725,1173
0,0
28181,1142
28193,1178
28207,1192
28219,1167
28231,1162
28243,1151
28256,1148
28269,1166
28281,1212
28294,1226
28306,1223
28318,1202
28332,1238
28344,1207
28356,1192
28368,1194
28381,1159
28393,1158
28406,1160
28419,1208
28431,1207
28443,1160
28455,868
28880,1161
28893,1193
28905,1180
28917,1145
28930,1136
28943,1156
28955,1135
28967,1118
28980,1162
28992,1204
29005,1181
29018,1199
29030,1174
29042,1178
29054,1196
29068,1195
29080,1199
29092,1156
29105,1131
29117,1161
29130,1167
29143,1215554
29566,1275
29579,1323
29591,1359
29604,1373
29617,1375
29629,1354
29641,1400
29654,1369
29667,1383
29679,1340
29691,1364
29704,1355
29716,1342
29729,1331
29742,1286
29754,1300
29766,1269
29778,1248
29791,1247
29804,1265
29816,1271
29829,122268
30278,1227
30290,1255
30303,1267
30315,1269
30327,1230
30341,1274
30353,1267
30365,1281
30377,1299
30390,1315
30403,1288
30415,1271
30428,1252
30440,1209
30452,1251
30466,1269
30478,1262
30490,1213
30502,1259
30515,1244
30527,1233
30540,1241
30590,1065
31003,1048
31015,1068
31028,1025
31040,992
31051,992
31064,1026
31076,1034
31088,1036
31100,1015
31113,1061
31125,1079
31138,1107
31151,1100
31163,1106
31175,1089
31187,1111
31201,1082
31213,1110
31225,1142
31238,1142
31250,1180
31263,1173
331683,831
31694,877
31706,848
31717,872
31729,839
31740,792
31752,824
31763,844
31774,807
31785,776
31798,814
31809,785
31820,772
31832,796
31843,775
31854,807
31866,806
31878,806
31889,765
31900,767
31911,767
31923,756
31935,749
31946,753
31958,72369
32380,869
32393,885
32404,852
32415,884
32427,855
32438,844
32449,890
32461,922
32473,887
32484,838
32495,838
32506,831
32518,863
32530,901
32541,876
32552,853
32564,859
32575,875
32586,889
32599,923
32610,914
32621,932
32632,907
32644,919
33090,927
33101,931
33113,967
33125,1013
33137,1017
33149,990
33161,941
33172,912
33183,958
33196,982
33207,1024
33219,1056
33231,1074
33244,1043
33257,1024
33269,1015
33282,1059
33294,1032
33306,1027
33318,1053
33332,1097
33344,1070
33356,1051
0,0
33779,1051
33793,1067
33805,1071
33817,1066
33829,1023
33842,980
33853,959
33865,946
33876,917
33888,880
33899,902
33910,940
33923,917
