Milliseconds,Voltage
4588,1158
4599,1151
4611,1195
4623,1148
4634,1101
4645,1121
4657,1088
4668,1136
4679,1142
4691,1123
4703,1114
4714,1126
4725,1111
4737,1147
4749,1179
4760,1132
4771,1134
4783,1131
4794,1120
4805,1071
4817,1109
4829,1076
4840,1057
4851,1034
4862,987
4873,1029
4885,1061
4896,1083
4908,1101
4919,1078
4930,1100
4941,1144
4954,1097
4965,1121
4976,1159
4987,1128
4999,1105
5010,1147
5022,1136
5033,1109
5045,1066
5056,1114
5067,1160
5079,1137
5091,1136
5102,1178
5113,1202
5125,1153
5136,1159
5148,1140
5159,1095
5171,1097
5182,1086
5193,1045
5204,1030
5217,1058
5228,1072
5239,1039
5251,1034
5262,1001
5273,1047
5285,1028
5297,1044
5308,1052
5319,1070
5330,1043
5342,1004
5354,1016
5365,995
5376,948
5386,950
5396,980
5407,1008
5419,971
5429,1003
5440,1009
5451,1017
5463,1000
5474,993
5485,997
5495,1037
5507,1020
5518,997
5528,994
5539,979
5550,1015
5561,1055
5572,1014
5583,1052
5595,1100
5606,1091
5618,1056
5629,1102
5641,1110
5652,1093
5663,1103
5675,1066
5687,1077
5732,1040
5743,1080
5755,1100
5767,1075
5778,1109
5789,1143
5800,1173
5813,1187
5824,1180
5835,1212
5847,1238
5858,1213
5869,1255
5881,1293
5893,1262
5904,1306
5915,1267
5926,1301
5938,1260
5950,1211
5961,1255
5972,1254
5984,1268
5995,1253
6006,601
6614,1114
6625,1111
6636,1072
6647,1049
6659,1049
6670,1036
6682,1050
6693,1094
6705,1071
6716,1093
6727,1050
6738,1060
6751,1084
6762,1124
6773,1089
6785,1070
6796,1049
6807,1075
6819,1085
6831,1087
6842,1111
6853,1135
6864,1096
6876,10759
7449,841
7459,883
7470,870
7481,869
7491,860
7501,864
7512,894
7523,908
7533,928
7543,968
7554,974
7564,929
7575,959
7585,965
7596,995
7606,1017
7617,1023
7627,1022
7639,1062
7650,1062
7661,1070
7672,1061
7685,1065
7696,1093
7707,1054
7718,10417
8296,812
8306,793
8316,795
8328,815
8338,833
8348,839
8358,790
8370,789
8380,788
8390,806
8400,852
8411,819
8422,861
8432,816
8442,789
8453,833
8463,798
8474,763
8484,775
8495,736
8505,756
8516,739
8526,722
8537,768
8547,786
8557,783
8568,827134
9144,1012
9155,1050
9166,1074
9178,1039
9189,1012
9200,977
9211,1021
9223,1069
9234,1058
9245,1055
9256,1089
9268,1101
9280,1098
9291,1063
9303,1089
9314,1048
9325,1048
9336,1064
9349,1092
9360,1134
9371,1176
9382,1175
9394,1126
9989,1224
10000,1203
10013,1156
10025,1151
10038,1177
10050,1201
10062,1249
10076,1261
10088,1303
10100,1321
10113,1320
10125,1277
10137,1311
10150,1304
10163,1338
10175,1325
10187,1282
10200,1233
10213,1224
10225,1181
10237,1166
10824,1202
10836,1199
10849,1235
10861,1275
10874,1301
10887,1252
10899,1296
10911,1279
10924,1272
10936,1223
10949,1239
10961,1236
10974,1203
10986,1194
10998,1238
11012,1286
11024,1324
11036,1281
11048,1281
11061,1254
11074,1286
11086,1271
0,0
11611,1297
11623,1321
11635,1329
11648,1302
11660,1271
11673,1305
11685,1311
11698,1308
11710,1318
11722,1322
11735,1354
11748,1370
11760,1380
11772,1349
11785,1393
11797,1384
11810,1379
11823,1352
11835,1366
11847,1402
11859,1357
11873,1342
0,0
12359,1561
12371,1512
12384,1465
12396,1473
12409,1499
12422,1480
12434,1437
12446,1432
12459,1476
12472,1514
12484,1483
12496,1519
12509,1504
12521,1542
12533,1495
12547,1472
12559,1494
12571,1467
12583,1479
12596,1476
12609,1449
12621,1461
126332,1451
13146,1469
13158,1473
13170,1475
13182,1464
13195,1500
13208,1457
13220,1446
13233,1443
13245,1398
13257,1406
13271,1450
13283,1437
13295,1404
13307,1430
13320,1391
13332,1395
13345,1370
13358,1410
13370,1420
13382,1442
13394,1450
13408,1419
13919,1457
13931,1430
13944,1440
13957,1462
13969,1437
13981,1439
13993,1461
14007,1426
14019,1464
14031,1433
14044,1477
14056,1464
14069,1439
14082,1398
14094,1440
14106,1425
14118,1467
14131,1448
14144,1405
14156,1390
14169,1428
14181,1413
14193,14699
14710,992
14722,965
14734,918
14745,924
14756,919
14768,967
14779,924
14790,893
14802,852
14814,827
14825,867
14836,881
14848,893
14859,876
14871,839
14882,879
14894,866
14905,882
14916,892
14927,863
14940,816
14951,844
14962,862
14973,906
15454,674
15466,627
15477,659
15489,636
15500,605
15511,596
15522,600
15535,595
15546,617
15557,580
15568,569
15580,581
15591,568
15603,557
15614,593
15626,621
15637,600
15648,632
15660,617
15672,655
15683,626
15694,672
15706,686
15717,722
0,0
16232,959
16243,934
16254,897
16267,890
16278,908
16289,897
16301,913
16312,892
16323,926
16335,903
16347,870
16358,843
16369,891
16380,890
16392,900
16404,912
16415,934
16427,950
16438,994
16449,985
16460,1027
16474,1055
16486,1067
16498,1093
117014,644
17026,688
17037,681
17048,699
17059,709
17072,709
17083,680
17094,700
17105,720
17117,691
17129,693
17140,654
17152,664
17163,659
17174,636
17185,666
17198,637
17209,634
17220,623
17231,602
17243,579
17254,576
17266,576
17277,610
17289,587792
17804,548
17815,566
17826,565
17838,603
17849,645
17861,657
17872,656
17884,660
17895,633
17906,632
17917,658
17930,619
17941,618
17952,605
17964,556
17975,515
17986,517
17998,519
18010,545
18021,522
18032,530
18043,546
18055,548
18067,554524
18581,495
18593,521
18605,565
18616,552
18627,552
18638,552
18650,586
18662,539
18673,567
18684,615
18696,663
18707,699
18718,662
18731,676
18742,657
18753,620
18764,620
18776,603
18787,643
18799,628
18810,601
18822,605
18833,600
18844,618
0,0
19359,859
19371,907
19382,933
19394,961
19405,958
19417,931
19428,928
19439,938
19450,948
19463,956
19474,996
19485,955
19496,1003
19509,974
19520,1000
19533,989
19545,958
19556,1006
19568,1050
19580,1080
19594,1041
19606,1036
19618,1029
19631,11208
20113,1161
20126,1158
20139,1133
20151,1096
20163,1063
20175,1054
20188,1086
20201,1037
20213,1022
20226,995
20237,1043
20249,998
20261,1004
20274,989
20285,1031
20297,982
20308,994
20320,947
20332,898
20343,900
20355,936
20366,962
20377,966
25,643
20927,636
20938,625
20950,651
20961,646
20972,686
20983,726
20996,736
21007,717
21018,741
21029,734
21041,711
21052,678
21064,694
21075,659
21087,646
21098,662
21109,615
21122,619
21133,643
21144,649
21155,681
21167,676
21178,694
21190,693
0,0
21768,1082
21780,1073
21793,1117
21806,1080
21818,1033
21830,1045
21842,1044
21856,1025
21868,998
21879,959
21891,983
21902,1023
21914,1006
21927,969
21939,1013
21951,1053
21963,1089
21976,1056
21989,1066
22001,1078
22013,1039
22026,1065
22038,11
22514,1172
22528,1139
22540,1110
22552,1105
22564,1125
22577,1084
22590,1112
22602,1126
22615,1156
22627,1174
22639,1174
22652,1139
22665,1122
22677,1107
22689,1155
22702,1161
22714,1205
22727,1168
22739,1214
22752,1244
22764,1209
22776,1249
22790,1378
23238,1420
23251,1454
23264,1449
23276,1414
23288,1444
23301,1441
23313,1451
23326,1467
23339,1442
23351,1490
23363,1455
23375,1416
23389,1385
23401,1338
23413,1299
23426,1250
23438,1231
23450,1218
23463,1228
23476,1213
23488,1172
23500,1202
0,0
23924,827
23936,804
23947,793
23958,750
23969,735
23981,755
23993,706
24004,689
24015,644
24027,597
24038,633
24050,677
24061,701
24073,725
24084,698
24095,649
24107,691
24119,707
24130,733
24141,775
24153,817
24164,821
24175,855
24187,871
0,0
24646,1216
24659,1203
