Milliseconds,Voltage
17270,-961
17283,-996
17295,-956
17307,-987
17319,-943
17333,-927
17345,-899
17357,-889
17370,-908
17382,-939
17395,-972
17408,-973
17420,-1018
17433,-1019
9,-806
18021,-809
18033,-767
18045,-772
18059,-730
18071,-682
18083,-721
18096,-713
18108,-675
18120,-718
18134,-745
18146,-760
18158,-785
18170,-816
18183,-859
18196,-902
18208,-902
18221,-882
18233,-862
18245,-844
18258,-881
18271,-890
18283,-8581096
18860,-1064
18873,-1054
18886,-1032
18899,-1069
18913,-1114
18927,-1119
18940,-1148
18954,-1185
18967,-1183
18980,-1177
18995,-1143
19008,-1188
19021,-1184
19035,-1223
19048,-1197
19062,-1149
19076,-1156
19089,-1163
19102,-1182
19116,-1176
19130,25
19738,-1037
19751,-1009
19765,-1040
19778,-1028
19792,-1043
19806,-1054
19819,-1065
19832,-1029
19846,-995
19859,-967
19871,-947
19884,-917
19896,-966
19908,-989
19921,-996
19934,-960
19946,-977
19958,-963
19971,-945
19983,-992
19996,-993
2070,-838
20582,-883
20595,-855
20608,-811
20620,-846
20632,-859
20644,-862
20658,-816
20670,-827
20682,-862
20695,-897
20707,-910
20720,-943
20732,-978
20745,-981
20757,-1002
20770,-1013
