Milliseconds,Voltage
3805,933
3815,926
3825,930
3835,944
3847,937
3857,977
3867,960
3877,978
3888,982
3899,961
3909,981
3919,952
3930,905
3941,898
3951,887
3961,846
3972,835
3982,818
3993,864
4003,817
4014,839
4024,863
4035,818
4045,844
4056,837
4066,798
4076,834
4087,789
4098,825
4108,806
4118,806
4128,820
4140,801
4150,817
4160,802
4170,771
4182,768
4192,806
4202,814
4212,820
4222,797
4234,803
4244,851
4254,879
4264,854
4276,890
4286,896
4296,883
4306,874
4317,884
4328,888
4338,853
4348,873
4359,903
4369,882
4380,908
4390,869
4401,838
4411,829
4422,839
4432,796
4443,836
4453,811
4463,810
4474,799
4485,839
4495,857
4505,869
4515,856
4527,845
4537,814
4547,793
4557,778
4569,820
4579,868
4589,880
4599,922
4610,958
4621,964
4631,1002
4641,1036
4652,1062
4663,1059
4673,1097
4683,1105
4694,1104
4705,1071
4715,1089
4726,1105
4738,1127
4749,1114
4760,1128
4772,1121
4784,1116
4795,1067
4806,1034
4817,997
4828,999
4839,1013
4850,1045
4861,1036
4873,1013
4884,998
4894,1008
4907,965
4917,932
4927,976
4937,961
4947,993
4959,1031
4970,1071
4981,1034
4993,1066
5004,1029
5015,1057
5026,1105
5039,1066
5050,1043
5061,1071
5072,1119
5084,1167
5095,1120
5107,1136
5118,1117
5130,1068
5141,1035
5152,992
5164,1004
5175,997
5185,1041
5196,1010
5208,999
5218,992
5229,992
5239,1022
5251,983
5261,954
5271,984
5281,963
5293,967
5303,956
5313,966
5323,990
5334,1022
5345,1007
5356,1025
5368,1039
5380,1010
5391,1005
5402,1043
5413,1089
5425,1078
5437,1065
5448,1018
5459,985
5470,968
5480,957
5491,956
5501,998
5512,981
5522,960
5532,957
5543,952
5554,935
5564,906
5574,895
5584,884
5596,869
5606,836
5616,799
5626,839
5638,824
5648,854
5658,890
5668,898
5679,879
5690,897
5700,939
5710,922
5721,952
5732,933
5742,933
5752,902
5763,918
5773,911
5784,945
5794,969
5805,1011
5815,990
5826,969
5836,964
5847,1006
5857,1005
5868,1047
5879,1018
5891,1050
5903,1019
5914,990
5924,967
5935,920
5945,917
5956,949
5966,963
5977,1003
5988,960
5998,929
6008,900
6019,873
6030,850
6040,878
6050,853
6061,885
6072,868
6082,833
6092,794
6103,791
6113,825
6124,790
6134,767
6145,797
6155,756
6166,758
6176,717
6187,765
6197,740
6207,742
6218,735
6228,739
6239,696
6249,720
6259,699
6270,684
6281,641
6291,598
6301,612
6312,583
6323,625
6333,665
6343,667
6353,707
6365,664
6375,700
6385,726
6395,732
6407,754
6417,719
6427,710
6437,671
6448,656
6459,607
6469,590
6479,553
6490,579
6500,536
6511,582
6521,561
6532,581
6542,540
6553,515
6563,500
6574,463
6584,456
6594,455
6605,495
6616,484
6626,435
6636,435
6647,402
6658,412
6668,375
6678,346
6688,380
6700,386
6710,365
6720,367
6730,326
6740,368
6752,394
6762,385
6772,378
6782,392
6794,351
6804,310
6814,330
6824,325
6835,369
6846,381
6856,346
6866,297
6877,319
6887,367
6898,391
6908,409
6919,406
6929,369
6940,375
6950,332
6961,366
6971,406
6981,436
6992,438
7003,442
7013,448
7023,458
7034,429
7045,475
7055,487
7065,491
7075,484
7087,512
7097,554
7107,521
7117,541
7128,555
7139,593
7149,623
7159,629
7170,628
7181,652
7191,609
7201,578
7212,586
7222,579
7233,532
7243,495
7254,503
7264,549
7275,583
7285,570
7296,618
7306,630
7316,627
7327,596
7337,596
7348,589
7358,572
7368,586
7379,600
7390,585
7400,572
7410,545
7421,542
7432,554
7442,535
7452,573
7462,577
7474,532
7484,503
7494,529
7504,516
7515,520
7526,536
7536,507
7546,504
7557,457
7568,467
7578,418
7588,397
7599,360
7609,368
7620,392
7630,428
7641,417
7651,376
7662,371
7672,389
7683,352
7693,333
7703,290
7714,294
7725,277
7735,289
7745,252
7755,300
7767,265
7777,258
7787,231
7797,237
7809,247
7819,285
7829,244
7839,199
7849,176
7861,216
7871,189
7881,191
7891,201
7903,227
7913,233
7923,218
7933,240
7944,246
7955,207
7965,209
7975,164
7986,178
7996,200
8007,177
8017,170
8028,141
8038,130
8049,119
8059,127
8070,161
8080,126
8090,126
8101,140
8112,168
8122,172
8132,182
8143,139
8154,98
8164,144
8174,129
8184,169
8196,181
8206,221
8216,261
8226,281
8237,236
8248,254
8258,239
8268,202
8279,220
8289,171
8300,142
8310,186
8321,216
8331,177
8342,209
8352,223
8363,214
8373,244
8383,244
8394,203
8404,219
8415,253
8425,257
8435,277
8446,234
8457,219
8467,231
8477,182
8488,173
8499,130
8509,142
8519,174
8529,220
8541,203
8551,219
8561,206
8571,212
8583,163
8593,181
8603,150
8613,111
8624,135
8635,118
8645,77
8655,97
8666,76
8676,108
8687,75
8697,54
8708,43
8718,18
8728,5
8738,9
8750,-32
8760,-28
8770,-31
8780,-9
8791,33
8801,0
8812,28
8822,3
8833,-42
8843,-34
8853,-49
8863,-19
8875,3
8885,11
8895,31
8905,18
8915,-9
8926,-18
8937,-67
8947,-51
8957,-3
8968,17
8978,-22
8988,14
8999,3
9010,-6
9020,4
9030,-1
9040,33
9051,57
9061,48
9072,90
9082,79
9093,83
9103,125
9113,122
9124,130
9135,148
9145,135
9155,163
9165,201
9177,235
9187,204
9197,167
9207,189
9218,195
9229,194
9239,196
9249,208
9260,191
9271,199
9281,201
9291,190
9302,157
9312,134
9323,119
9333,145
9344,140
9354,148
9364,101
9375,143
9385,169
9396,217
9406,206
9416,203
9427,251
9438,273
9448,291
9458,288
9469,275
9480,254
9490,260
9500,229
9510,239
9522,226
9532,252
9542,251
9552,210
9563,167
9574,181
9584,183
9594,148
9605,133
9616,122
9626,124
9636,97
9647,109
9657,129
9668,108
9678,59
9689,87
9699,62
9709,96
9719,104
9731,89
9741,137
9751,137
9761,102
9772,146
9783,129
9793,94
9803,132
9814,125
9824,86
9835,114
9845,160
9856,149
9866,149
9876,149
9887,193
9897,203
9908,154
9918,200
9929,202
9939,157
9950,157
9960,187
9970,211
9981,186
9992,190
10002,210
10012,218
10023,191
10034,160
10044,188
10054,216
10065,207
10076,206
10086,218
10096,260
10107,300
10118,348
10128,347
10138,298
10149,302
10160,299
10170,260
10180,217
10191,174
10202,218
10212,175
10222,158
10233,204
10244,240
10254,248
10265,201
10275,249
10286,234
10296,244
10307,221
10317,184
10328,188
10338,171
10349,213
10359,235
10370,204
10380,167
10391,142
10401,129
10412,96
10422,110
10433,138
10443,162
10454,206
10464,157
10475,201
10485,166
10496,125
10506,167
10517,148
10527,125
10537,112
10549,130
10559,162
10569,145
10579,167
10591,185
10601,231
10611,273
10621,277
10633,258
10643,276
10653,314
10664,320
10676,299
10687,307
10698,268
10711,221
10722,202
10733,250
10744,250
10756,284
10767,330
10779,364
10790,390
10802,363
10813,383
10824,431
10835,453
10848,481
10859,472
10870,498
10882,483
10893,476
10905,469
10916,448
10928,478
10939,524
10950,548
10961,576
10974,547
10985,591
10996,582
11008,630
11019,623
11030,622
11042,591
11054,617
11065,598
11076,555
11087,548
11099,558
11111,576
11122,545
11133,571
11145,591
11156,574
11167,549
11180,567
11191,558
11202,525
11213,557
11225,579
11236,585
11248,556
11259,594
11271,622
11282,634
11293,599
11305,558
11317,521
11328,533
11339,557
11351,571
11362,540
11374,519
11385,539
11397,545
11408,522
11419,560
11430,559
11443,589
11454,580
11465,553
11476,534
11488,487
11499,519
11511,555
11523,583
11534,593
11545,595
11556,611
11568,580
11580,624
11591,581
11602,570
11614,592
11625,608
11637,646
11649,658
11660,684
11671,663
11682,614
11694,636
11706,682
11717,730
11728,703
11740,725
11751,692
11762,657
11774,705
11786,700
11797,732
11808,748
11820,792
11831,808
11843,789
11854,748
11866,715
11877,727
11888,767
11899,791
11912,766
11923,798
11934,800
11945,834
11957,801
11968,841
11980,887
11992,880
12003,839
12014,792
12025,818
12038,830
12049,842
12060,819
12071,816
12083,864
12094,876
12106,912
12118,911
12129,945
12140,977
12151,950
12163,992
12175,1028
12187,1034
12199,1052
12212,1043
12224,1055
12237,1046
12250,1086
12262,1051
12274,1018
12286,1001
12299,974
12311,984
12322,947
12334,965
12345,1013
12357,996
12369,993
12381,1007
12393,958
12404,980
12416,1014
12428,977
12440,954
12451,933
12463,908
12474,905
12485,939
12496,920
12509,903
12520,882
12531,833
12542,857
12554,905
12565,933
12577,912
12589,914
12600,948
12611,921
12622,953
12634,924
12646,885
12657,872
12668,865
12680,881
12691,893
12703,939
12715,928
12726,972
12737,994
12748,998
12760,1032
12773,1062
12785,1068
12797,1025
12810,1073
12822,1115
12835,1119
12848,1159
12860,1159
12872,1165
12884,1193
12897,1176
12910,1159
12922,1187
12935,1152
12947,1188
12959,1169
12973,1150
12985,1176
12997,1194
13009,1196
13022,1242
13035,1219
13047,1200
13060,1195
13072,1199
13084,1213
13096,1170
13110,1208
13122,1191
13134,1219
13147,1261
13159,1224
13172,1179
13185,1178
13197,1163
13209,1191
13221,1150
13235,1158
13247,1137
13259,1183
13272,1160
13284,1164
13296,1127
13309,1108
13322,1087
13334,1115
13346,1098
13359,1146
13372,1154
13384,1156
13396,1186
13409,1218
13421,1205
13434,1251
13447,1206
13459,1199
13471,1178
13484,1131
13496,1108
13509,1107
13521,1072
13534,1035
13546,1079
13558,1103
13572,1086
13584,1059
13596,1101
13608,1098
13621,1128
13634,1093
13646,1054
13659,1078
13671,1053
13683,1095
13696,1131
13709,1143
13721,1181
13733,1225
13746,1227
13758,1261
13771,1242
13784,1284
13796,1277
13808,1279
13820,1270
13834,1253
13846,1242
13858,1244
13871,1217
13883,1223
13895,1263
13908,1232
13921,1256
13933,1258
13945,1300
13958,1269
13971,1256
13983,1270
13996,1284
14008,1281
14020,1264
14033,1241
14046,1194
14058,1196
14070,1163
14083,1193
14095,1188
14108,1159
14120,1144
14133,1182
14145,1186
14157,1161
14171,1203
14183,1172
14195,1153
14208,1152
14220,1198
14233,1155
14245,1110
14258,1110
14270,1110
14282,1065
14295,1032
14308,1048
14320,1031
14332,1018
14345,969
14356,952
14368,968
14380,1004
14392,1018
14404,1058
14416,1049
14429,1024
14442,1028
14454,1009
14467,1041
14479,1085
14491,1125
14504,1163
14517,1120
14529,1140
14541,1133
14554,1130
14567,1119
14579,1121
14592,1088
14604,1057
14616,1010
14628,999
14641,972
14652,955
14663,965
14674,1013
14687,1029
14700,1075
14712,1050
14725,1025
14737,996
14748,1028
14760,1028
14774,1001
14786,1035
14798,1055
14811,1018
14823,1028
14836,987
14848,1021
14860,1047
14872,1057
14884,1093
14897,1060
14910,1076
14922,1051
14935,1008
14947,1016
14959,1009
14972,1023
14985,1029
14997,1012
15009,987
15021,968
15033,998
15044,1040
15056,995
15068,1013
15080,982
15091,945
15104,981
15115,1003
15127,1000
15139,1018
15152,1032
15165,1031
15177,1020
15190,977
15201,985
15212,962
15223,951
15236,902
15247,932
15258,899
15269,898
15281,908
15292,930
15304,927
15315,953
15327,928
15338,970
15349,978
15361,1022
15374,1050
15386,1047
15398,1085
15411,1085
15423,1091
15436,1074
15449,1045
15461,998
15472,1022
15484,1054
15498,1098
15510,1071
15522,1038
15535,991
15546,978
15557,1022
15570,1042
15583,1070
15595,1033
15607,1010
15620,983
15632,964
15643,998
15654,969
15666,928
15677,932
15688,948
15700,943
15712,938
15723,976
15734,947
15746,914
15757,893
15769,933
15780,933
15792,953
15803,967
15814,936
15825,935
15838,969
15849,938
15860,889
15872,937
15883,955
15894,981
15906,940
15918,931
15929,926
15940,885
15951,838
15964,811
15975,855
15986,869
15997,889
16009,925
16020,931
16032,971
16044,928
16055,964
16066,996
16077,1014
16090,1032
16103,1038
16115,1003
16128,1023
16140,992
16151,947
16163,900
16175,897
16186,935
16197,892
16208,930
16220,913
16232,921
16243,886
16254,910
16266,958
16277,943
16288,987
16301,1021
16313,1000
16325,961
16336,985
16348,938
16359,905
16371,866
16382,880
16394,851
16405,879
16416,907
16428,874
16440,898
16451,881
16462,832
16474,836
16485,827
16497,782
16508,771
16520,764
16531,727
16542,747
16553,753
16566,722
16577,746
16588,711
16600,757
16611,732
16622,729
16634,718
16646,736
16657,715
16668,723
16679,753
16691,704
16703,657
16714,608
16726,561
16737,565
16748,569
16759,562
16772,561
16783,585
16794,552
16805,549
16817,524
16829,503
16840,468
16851,437
16863,473
16874,434
16885,470
16898,447
16909,481
16920,434
16931,458
16943,502
16954,485
16966,442
16977,409
16989,449
17000,475
17011,507
17022,519
17035,539
17046,557
17057,508
17069,552
17080,570
17091,584
17103,584
17115,579
17126,578
17137,620
17148,650
17160,613
17172,629
17183,580
17195,541
17206,512
17217,511
17229,511
17241,490
17252,512
17263,487
17274,517
17286,563
17298,518
17309,532
17320,538
17332,495
17343,527
17354,533
17367,541
17378,526
17389,511
17400,517
17412,480
17423,431
17435,433
17446,457
17458,446
17469,456
17480,496
17491,538
17504,556
17515,551
17526,532
17538,564
17549,555
17561,530
17572,513
17584,500
17595,510
17606,509
17617,470
17630,484
17641,447
17652,495
17664,448
17675,454
17686,466
17698,500
17710,459
17721,420
17732,403
17743,425
17755,447
17767,424
17778,450
17789,484
17801,516
17812,485
17823,462
17836,464
17847,484
17858,483
17869,507
17881,507
17892,482
17904,479
17915,515
17927,555
17938,528
17949,527
17961,549
17973,593
17984,566
17995,598
18007,597
18018,582
18030,590
18041,543
18053,571
18064,581
18075,589
18086,580
18099,569
18110,595
18121,639
18132,632
18144,621
18155,657
18167,608
18179,646
18190,627
18201,655
18212,663
18224,614
18236,579
18247,593
18258,639
18270,651
18281,642
18293,609
18305,617
18316,608
18327,571
18338,617
18350,616
18362,616
18373,654
18384,696
18396,730
18407,776
18418,786
18430,737
18442,712
18453,667
18464,693
18476,656
18487,702
18499,720
18510,724
18522,699
18533,698
18544,679
18555,632
18568,656
18579,656
18590,635
18601,673
18613,660
18624,660
18636,647
18648,647
18659,689
18670,662
18681,651
18694,683
18705,668
18716,627
18727,614
18739,626
18750,670
18762,655
18774,659
18785,705
18796,731
18807,724
18819,681
18831,634
18842,662
18853,653
18865,642
18876,631
18887,610
18899,575
18911,595
18922,619
18933,590
18945,567
18956,585
18968,554
18979,541
18991,543
19002,569
19013,569
19025,536
19037,489
19048,499
19059,456
19070,407
19082,411
19094,374
19105,353
19117,395
19128,366
19139,363
19150,316
19163,283
19174,327
19185,322
19196,334
19208,340
19219,307
19231,337
19243,385
19254,407
19265,409
19276,415
19288,404
19300,383
19311,401
19322,366
19334,349
19345,316
19356,356
19368,402
19380,432
19391,411
19402,368
19414,323
19426,296
19437,259
19448,214
19460,197
19471,166
19482,204
19494,246
19506,268
19517,253
19528,253
19539,212
19551,177
19563,142
19574,119
19586,100
19597,79
19607,91
19618,72
19629,49
19639,36
19649,54
19659,37
19671,-12
19681,-33
19693,-76
19704,-93
19716,-136
19728,-147
19740,-105
19752,-138
19766,-153
19778,-192
19790,-221
19803,-215
19815,-224
19828,-196
19841,-235
19853,-238
19865,-230
19877,-190
19891,-191
19903,-198
19915,-215
19928,-205
19940,-171
19952,-127
19965,-83
19977,-57
19988,-45
19999,-56
20011,-38
20022,-75
20034,-82
20045,-42
20057,-4
20067,-17
20078,13
20089,59
20100,71
20110,117
20121,78
20131,122
20143,142
20154,148
20166,156
20177,180
20189,165
20200,207
20211,202
20224,212
20235,207
20246,243
20257,216
20269,250
20280,286
20292,326
20303,313
20315,278
20326,243
20337,255
20348,303
20361,280
20372,233
20383,200
20395,177
20406,138
20417,107
20429,153
20441,108
20452,65
20462,60
20472,43
20484,14
20494,32
20504,64
20514,21
20525,-10
20536,-37
20547,-1
20558,-42
20570,-81
20581,-47
20592,-64
20603,-69
20615,-55
20627,-64
20638,-60
20649,-101
20662,-87
20673,-51
20684,-58
20697,-61
20708,-17
20719,19
20729,-12
20741,34
20752,38
20762,42
20772,-7
20783,41
20793,12
20804,60
20814,66
20825,82
20835,77
20845,99
20856,80
20867,73
20877,83
20887,119
20898,159
20910,165
20921,173
20932,154
20943,107
20956,84
20966,122
20977,134
20988,119
21000,118
21011,75
21022,75
21032,66
21043,33
21053,41
21063,79
21074,72
21085,92
21095,47
21105,24
21116,30
21127,54
21137,15
21147,8
21157,18
21169,66
21179,57
21189,99
21199,54
21210,82
21221,49
21231,95
21241,113
21252,98
21263,120
21273,105
21283,153
21296,112
21307,95
21317,64
21327,43
21338,34
21349,25
21359,14
21369,32
21380,78
21391,57
21401,75
21411,66
21422,78
21432,118
21443,77
21453,46
21464,9
21474,21
21485,16
21495,13
21506,13
21516,17
21527,21
21537,29
21548,-14
21558,12
21568,1
21579,31
21590,51
21600,97
21610,72
21620,98
21632,87
21642,103
21652,131
21662,116
21673,101
21685,74
21696,71
21706,85
21716,95
21727,80
21738,80
21748,124
21760,164
21771,182
21782,182
21793,230
21805,236
21816,187
21828,191
21839,150
21851,101
21862,121
21873,145
21884,157
21897,197
21908,221
21919,237
21931,237
21942,194
21954,240
21965,268
21977,237
21988,255
21999,254
22010,207
22023,180
22034,202
22045,214
22056,230
22068,264
22079,286
22091,253
22103,291
22114,244
22125,288
22136,277
22148,287
22160,264
22171,253
22182,299
22194,309
22205,294
22216,310
22228,352
22240,351
22251,397
22262,366
22274,382
22285,345
22297,324
22308,328
22320,366
22331,325
22342,339
22354,330
22366,334
22377,378
22388,402
22400,436
22411,425
22423,408
22434,422
22446,379
22457,415
22468,447
22479,420
22492,387
22503,413
22514,402
22525,365
22537,365
22548,409
22560,419
22572,421
22583,418
22594,411
22605,402
22617,422
22629,403
22640,386
22651,355
22663,316
22674,303
22686,331
22697,298
22709,336
22720,336
22731,370
22743,329
22755,335
22766,373
22777,338
22789,386
22800,396
22811,444
22823,480
22835,516
22846,481
22857,436
22868,395
22880,352
22892,370
22903,384
22915,359
22926,316
22937,334
22948,297
22961,278
22972,261
22983,281
22994,321
23006,369
23017,354
23029,323
23041,327
23052,318
23063,320
23074,340
23087,293
23098,284
23109,310
23120,299
23132,288
23143,253
23155,291
23166,268
23178,265
23189,256
23200,298
23212,302
23224,332
23235,366
23246,380
23258,337
23269,314
23280,309
23292,333
23304,343
23315,383
23326,403
23337,356
23349,337
23361,361
23372,363
23384,354
23395,347
23406,395
23418,405
23430,441
23441,400
23452,375
23463,354
23475,329
23487,351
23498,340
23510,358
23521,392
23532,347
23543,349
23556,387
23567,384
23578,398
23589,408
23601,403
23612,360
23624,321
23635,365
23647,330
23658,372
23669,325
23681,331
23693,355
23704,310
23715,289
23727,291
23738,288
23749,269
23761,244
23773,233
23784,277
23795,228
23806,266
23819,268
23830,227
23841,247
23853,208
23864,163
23875,205
23887,170
23899,180
23910,141
23921,110
23932,81
23943,101
23955,100
23966,146
23977,97
23988,131
23999,133
24010,181
24023,187
24034,221
24045,184
24056,177
24068,148
24079,192
24091,230
24102,260
24114,225
24125,235
24136,190
24147,159
24160,199
24171,213
24182,210
24194,163
24205,205
24217,166
24228,133
24240,118
24251,111
24262,143
24273,124
24286,146
24297,125
24308,122
24320,95
24330,137
24341,163
24353,171
24365,138
24376,164
24387,206
24398,181
24410,195
24422,150
24433,160
24444,125
24456,106
24467,106
24478,106
24491,122
24502,75
24512,74
24522,35
24532,6
24544,22
24554,36
24564,76
24574,82
24586,90
24596,130
24606,85
24616,68
24627,65
24638,73
24648,40
24658,84
24669,73
24679,24
24690,52
24700,13
24711,-32
24721,-8
24732,-55
24742,-13
24755,13
24765,49
24775,57
24785,54
24796,17
24807,12
24817,-21
24828,-54
24840,-67
24851,-72
24862,-95
24873,-120
24887,-149
24899,-111
24911,-109
24924,-69
24935,-25
24946,-26
24958,-45
24970,-94
24981,-70
24992,-32
25004,-16
25016,-45
25027,-84
25038,-117
25051,-142
25063,-132
25075,-181
25089,-175
25101,-224
25113,-229
25125,-264
25138,-240
25151,-240
25163,-192
25176,-156
25188,-112
25200,-123
25212,-172
25226,-172
25238,-158
25250,-140
25263,-106
25275,-131
25288,-93
25299,-45
25311,-82
25322,-74
25333,-115
25346,-81
25358,-102
25370,-64
25381,-22
25393,-20
25404,-43
25416,-76
25427,-81
25439,-45
25450,-94
25461,-72
25473,-105
25486,-101
25498,-97
25509,-83
25521,-92
25532,-99
25543,-108
25556,-143
25569,-105
25581,-89
25592,-59
25604,-59
25616,-82
25627,-42
25638,-26
25650,-65
25661,-31
25672,-31
25684,-15
25696,-46
25707,-34
25718,-34
25730,-16
25741,32
25752,58
25762,98
25773,77
25783,105
25794,102
25805,110
25818,103
25829,80
25839,100
25850,79
25861,68
25871,19
25882,27
25892,57
25903,67
25913,99
25924,121
25934,125
25946,135
25958,181
25969,181
25980,215
25992,192
26003,228
26015,225
26027,212
26038,214
26049,230
26060,185
26072,140
26084,146
26095,115
26106,127
26118,78
26128,77
26139,77
26149,91
26160,80
26170,37
26180,73
26191,83
26202,58
26212,57
26222,48
26232,58
26244,66
26254,110
26264,150
26275,127
26288,131
26299,94
26309,134
26320,89
26331,127
26342,120
26354,91
26364,105
26376,66
26386,96
26396,61
26407,24
26418,-1
26428,-48
26439,-67
26450,-31
26462,-13
26473,-40
26485,-55
26497,-55
26508,-84
26519,-76
26530,-52
26542,-61
26554,-41
26565,-33
26576,-5
26587,-38
26598,-77
26609,-67
26621,-23
26633,5
26643,-16
26653,-4
26663,20
26675,3
26685,2
26695,-1
26705,37
26716,73
26727,93
26737,123
26747,145
26758,193
26769,146
26780,99
26790,84
26801,49
26812,95
26822,143
26833,179
26845,221
26856,192
26867,145
26880,140
26891,137
26902,183
26913,166
26925,141
26936,153
26948,173
26959,179
26971,166
26982,125
26993,169
27004,197
27017,211
27028,213
27039,180
27051,157
27062,116
27073,158
27085,121
27097,123
27108,153
27119,191
27130,162
27142,174
27154,145
27165,159
27176,122
27188,79
27198,58
27209,72
27219,76
27230,96
27240,102
27251,53
27261,38
27273,19
27283,59
27293,44
27303,29
27314,31
27325,-8
27335,-29
27346,-76
27358,-34
27369,-67
27380,-29
27392,-15
27403,-15
27415,5
27425,7
27436,-28
27446,-77
27456,-73
27467,-35
27480,-80
27491,-111
27503,-138
27515,-161
27528,-202
27540,-219
27553,-262
27566,-236
27578,-285
27590,-245
27602,-264
27616,-269
27628,-261
27640,-221
27653,-254
27665,-228
27678,-190
27691,-203
27703,-161
27715,-210
27727,-227
27740,-256
27753,-277
27765,-300
27778,-349
27790,-313
27802,-354
27815,-312
27828,-347
27840,-380
27852,-336
27865,-328
27878,-363
27890,-372
27902,-370
27915,-375
27927,-384
27939,-397
27953,-402
27965,-441
27977,-472
27990,-424
28002,-451
28015,-480
28027,-432
28040,-465
28052,-492
28064,-503
28078,-497
28090,-520
28102,-529
28114,-513
28127,-465
28139,-504
28152,-484
28165,-482
28177,-440
28189,-438
28201,-426
28215,-378
28227,-346
28239,-328
28252,-304
28264,-296
28277,-311
28290,-350
28302,-348
28314,-334
28326,-310
28339,-321
28352,-356
28364,-401
28377,-401
28389,-444
28401,-396
28414,-388
28427,-427
28439,-476
28451,-477
28464,-496
28477,-503
28489,-459
28502,-462
28514,-448
28526,-432
28538,-392
28552,-360
28564,-361
28576,-323
28589,-317
28601,-364
28614,-360
28626,-399
28639,-424
28651,-412
28663,-415
28677,-397
28689,-393
28701,-361
28713,-378
28726,-352
28738,-371
28751,-408
28764,-364
28776,-316
28788,-272
28801,-248
28814,-259
28826,-308
28838,-294
28851,-335
28863,-299
28876,-300
28889,-335
28901,-331
28913,-313
28925,-352
28938,-322
28951,-367
28963,-376
28976,-368
28988,-413
29000,-440
29014,-414
29026,-457
29038,-435
29050,-442
29063,-481
29076,-518
29088,-498
29101,-486
29113,-460
29125,-458
29137,-454
29151,-469
29163,-451
29175,-431
29188,-417
29200,-397
29213,-353
29225,-335
29238,-376
29250,-348
29262,-367
29276,-374
29288,-326
29300,-320
29313,-369
29325,-392
29337,-439
29350,-417
29363,-397
29375,-412
29387,-443
29400,-427
29413,-411
29425,-389
29437,-426
29450,-404
29462,-372
29475,-330
29488,-322
29500,-369
29512,-380
29524,-417
29537,-436
29550,-455
29562,-441
29575,-425
29587,-413
29599,-395
29613,-444
29625,-430
29637,-382
29649,-372
29662,-419
29675,-444
29687,-396
29700,-350
29712,-361
29724,-313
29736,-356
29750,-326
29762,-347
29774,-360
29787,-324
29799,-343
29812,-333
29825,-358
29837,-340
